Price,Close,High,Low,Open,Volume
Ticker,MNQ=F,MNQ=F,MNQ=F,MNQ=F,MNQ=F
Date,,,,,
2020-01-02,8891.75,8901.5,8769.25,8773.0,170427
2020-01-03,8810.0,8907.75,8735.25,8898.0,315021
2020-01-06,8847.5,8872.5,8723.0,8784.5,222836
2020-01-07,8853.0,8894.5,8825.0,8851.75,225651
2020-01-08,8944.5,8972.5,8678.25,8843.0,418958
2020-01-09,9009.0,9022.25,8932.5,8948.5,241968
2020-01-10,8978.25,9055.25,8966.5,9008.5,234117
2020-01-13,9088.25,9096.5,8978.75,8978.75,171086
2020-01-14,9062.5,9114.75,9035.0,9088.5,269889
2020-01-15,9060.0,9096.0,9023.0,9062.5,219772
2020-01-16,9133.5,9140.25,9060.5,9060.5,174720
2020-01-17,9174.5,9189.25,9130.0,9136.5,173151
2020-01-21,9169.75,9199.75,9114.5,9173.75,231339
2020-01-22,9195.75,9254.0,9174.5,9179.0,194469
2020-01-23,9248.25,9253.75,9151.75,9189.25,240100
2020-01-24,9144.5,9287.5,9109.75,9251.0,328265
2020-01-27,8954.5,9098.25,8926.0,9098.25,397684
2020-01-28,9105.25,9136.0,8952.5,8954.0,308357
2020-01-29,9098.5,9158.75,9072.25,9120.75,304702
2020-01-30,9216.25,9240.0,9003.75,9110.5,395487
2020-01-31,8997.75,9249.0,8965.0,9226.5,572538
2020-02-03,9114.25,9155.75,8975.0,8983.75,299110
2020-02-04,9355.0,9369.0,9073.25,9100.25,275081
2020-02-05,9381.5,9464.25,9318.25,9355.5,329456
2020-02-06,9455.5,9463.5,9363.0,9392.0,256235
2020-02-07,9409.5,9477.0,9385.0,9464.5,277711
2020-02-10,9527.5,9531.75,9330.75,9401.25,267050
2020-02-11,9527.25,9609.5,9501.5,9523.0,259695
2020-02-12,9625.75,9628.0,9524.25,9536.0,213060
2020-02-13,9613.0,9644.75,9511.25,9621.25,293357
2020-02-14,9632.25,9659.25,9588.25,9625.25,228903
2020-02-18,9636.0,9687.25,9534.0,9632.0,309382
2020-02-19,9733.5,9748.75,9640.5,9642.5,191918
2020-02-20,9624.25,9763.0,9516.25,9740.0,483963
2020-02-21,9458.0,9623.5,9411.5,9618.25,460827
2020-02-24,9091.0,9365.75,9041.0,9365.75,719389
2020-02-25,8854.25,9224.5,8810.0,9092.75,887827
2020-02-26,8850.25,9037.75,8709.25,8867.5,919640
2020-02-27,8382.75,8878.25,8334.0,8817.5,1136729
2020-02-28,8454.0,8575.0,8124.25,8353.75,1564102
2020-03-02,8791.25,8883.0,8248.5,8376.25,1051883
2020-03-03,8582.5,9003.0,8510.75,8830.25,1080653
2020-03-04,8896.5,8950.0,8507.25,8559.0,703433
2020-03-05,8648.75,8899.75,8610.75,8889.75,721573
2020-03-06,8503.25,8726.0,8312.0,8675.5,857805
2020-03-09,7951.5,8418.25,7801.0,8418.25,579631
2020-03-10,8331.5,8380.0,7815.5,7894.5,1008309
2020-03-11,8003.5,8334.5,7892.75,8324.25,881797
2020-03-12,7215.25,8108.25,7131.75,7999.0,1087706
2020-03-13,7915.75,7980.0,6942.5,7167.75,263618
2020-03-16,7057.5,7902.25,6926.75,7900.5,117171
2020-03-17,7405.25,7550.25,6946.25,7059.75,126129
2020-03-18,7225.25,7394.5,6828.75,7368.0,85420
2020-03-19,7293.5,7522.5,6896.25,7249.5,77830
2020-03-20,7417.97998046875,7649.0,7150.25,7197.5,949629
2020-03-23,6984.5,7319.25,6628.75,6852.75,918254
2020-03-24,7554.75,7572.75,7005.25,7005.25,737637
2020-03-25,7467.75,7762.25,7372.5,7550.75,914507
2020-03-26,7844.0,7893.5,7310.0,7486.0,817178
2020-03-27,7568.5,7900.25,7551.0,7875.5,714587
2020-03-30,7854.75,7884.75,7391.25,7446.25,638604
2020-03-31,7786.25,7995.0,7747.25,7855.25,638489
2020-04-01,7438.75,7778.75,7403.75,7771.75,628469
2020-04-02,7627.25,7656.5,7375.5,7473.0,752413
2020-04-03,7522.75,7660.5,7423.5,7624.5,514780
2020-04-06,8029.75,8099.0,7531.0,7531.0,519762
2020-04-07,8012.0,8303.75,7947.75,8034.25,728192
2020-04-08,8189.75,8242.0,7953.0,8012.75,611343
2020-04-09,8227.5,8327.0,8102.0,8193.75,640194
2020-04-13,8327.25,8337.75,8075.0,8276.0,442775
2020-04-14,8692.5,8708.5,8319.0,8335.75,452894
2020-04-15,8594.0,8706.0,8486.5,8705.75,496023
2020-04-16,8734.25,8842.75,8500.5,8577.75,591051
2020-04-17,8809.0,8967.75,8689.0,8879.75,578506
2020-04-20,8692.0,8846.0,8686.25,8800.75,512401
2020-04-21,8431.75,8763.0,8342.0,8698.25,756967
2020-04-22,8638.0,8699.25,8399.5,8444.75,511968
2020-04-23,8598.75,8787.0,8582.25,8634.25,502851
2020-04-24,8769.0,8804.0,8498.0,8587.0,455864
2020-04-27,8824.25,8898.0,8728.75,8766.75,432329
2020-04-28,8719.75,8946.0,8654.25,8818.5,568433
2020-04-29,9036.5,9119.25,8733.5,8757.75,550987
2020-04-30,8988.5,9144.75,8856.0,9109.75,638640
2020-05-01,8718.0,8878.5,8671.75,8847.25,521789
2020-05-04,8795.5,8827.5,8556.75,8654.25,531885
2020-05-05,8924.25,9019.75,8796.75,8805.5,515262
2020-05-06,8952.0,9056.5,8877.75,8930.0,561342
2020-05-07,9107.75,9126.0,8930.0,8949.75,503951
2020-05-08,9218.25,9238.0,9102.75,9115.0,453878
2020-05-11,9279.0,9338.75,9118.75,9199.0,575017
2020-05-12,9078.25,9345.75,9040.25,9281.25,680169
2020-05-13,8992.25,9202.5,8878.25,9047.75,954303
2020-05-14,9079.5,9105.0,8846.5,9011.5,852451
2020-05-15,9096.5,9148.75,8925.25,9085.75,805229
2020-05-18,9325.5,9361.5,9110.0,9121.5,557059
2020-05-19,9300.75,9417.25,9283.0,9317.0,642706
2020-05-20,9485.5,9497.75,9273.25,9291.0,533057
2020-05-21,9355.75,9510.5,9352.25,9496.25,641920
2020-05-22,9406.25,9422.75,9241.25,9361.0,602885
2020-05-26,9406.5,9604.0,9373.0,9404.5,742940
2020-05-27,9432.5,9508.0,9173.25,9409.75,765863
2020-05-28,9460.25,9565.5,9320.5,9437.0,783024
2020-05-29,9560.25,9590.5,9372.0,9454.75,885086
2020-06-01,9595.0,9606.0,9450.0,9541.0,547341
2020-06-02,9647.75,9669.75,9505.0,9589.0,564461
2020-06-03,9684.75,9728.25,9635.25,9657.0,502427
2020-06-04,9626.25,9742.5,9572.5,9684.0,580279
2020-06-05,9808.5,9846.75,9602.0,9642.25,554626
2020-06-08,9884.75,9901.0,9746.75,9819.0,436570
2020-06-09,9951.0,10007.5,9811.5,9887.25,539628
2020-06-10,10087.25,10155.5,9957.5,9960.0,626919
2020-06-11,9616.75,10107.0,9584.5,10086.25,1077900
2020-06-12,9645.0,9849.0,9495.0,9618.0,562175
2020-06-15,9800.5,9817.0,9381.0,9540.25,291800
2020-06-16,9972.5,10015.5,9797.0,9816.25,119947
2020-06-17,9994.5,10061.25,9926.0,9962.75,51095
2020-06-18,9995.75,10042.5,9879.0,9998.5,26221
2020-06-19,10120.83984375,10130.0,9995.25,9995.75,523577
2020-06-22,10124.75,10134.5,9841.25,9884.5,408045
2020-06-23,10196.0,10296.0,9972.5,10120.5,510909
2020-06-24,10010.75,10241.75,9927.25,10183.5,686824
2020-06-25,10088.25,10107.25,9885.5,10005.75,666554
2020-06-26,9865.5,10120.5,9824.0,10088.0,666019
2020-06-29,9973.75,9997.25,9729.0,9796.5,584700
2020-06-30,10147.25,10171.5,9940.0,9984.0,494716
2020-07-01,10268.75,10309.0,10075.75,10141.0,452933
2020-07-02,10355.75,10422.5,10247.75,10256.25,421788
2020-07-06,10598.5,10614.25,10334.0,10334.0,610373
2020-07-07,10532.25,10694.5,10506.0,10599.0,562333
2020-07-08,10662.25,10673.25,10505.25,10527.75,567004
2020-07-09,10727.5,10774.25,10560.25,10674.0,661262
2020-07-10,10837.25,10847.25,10625.5,10727.5,607021
2020-07-13,10600.0,11058.25,10562.0,10847.5,822836
2020-07-14,10646.25,10693.0,10358.75,10601.25,1155362
2020-07-15,10683.25,10766.5,10551.5,10686.5,845839
2020-07-16,10511.75,10698.5,10475.5,10692.75,787591
2020-07-17,10622.5,10669.0,10523.5,10534.0,560081
2020-07-20,10951.0,10964.0,10545.5,10622.0,564419
2020-07-21,10851.0,11057.75,10784.75,10952.25,721648
2020-07-22,10804.25,10916.25,10761.75,10850.5,650917
2020-07-23,10548.25,10938.5,10514.5,10849.75,827513
2020-07-24,10459.0,10597.75,10301.25,10566.25,894230
2020-07-27,10675.25,10684.25,10400.5,10488.25,663644
2020-07-28,10540.0,10758.5,10513.75,10683.0,716565
2020-07-29,10674.25,10699.75,10512.0,10557.75,547350
2020-07-30,10794.0,10896.5,10502.75,10699.5,820359
2020-07-31,10890.5,10939.25,10691.0,10905.0,900180
2020-08-03,11044.25,11073.0,10876.25,10928.75,530798
2020-08-04,11086.0,11094.75,10982.75,11052.5,657879
2020-08-05,11091.75,11143.5,11055.75,11079.25,466620
2020-08-06,11261.25,11271.5,11051.5,11093.5,623322
2020-08-07,11122.75,11283.25,11035.25,11260.25,756398
2020-08-10,11072.0,11159.25,10928.5,11140.0,615293
2020-08-11,10878.5,11157.5,10845.25,11072.5,727011
2020-08-12,11126.0,11184.5,10878.25,10923.25,632682
2020-08-13,11175.25,11265.75,11094.25,11115.75,607227
2020-08-14,11133.75,11237.25,11096.0,11181.0,567136
2020-08-17,11286.75,11300.5,11145.0,11145.25,375239
2020-08-18,11409.25,11415.0,11268.5,11285.25,491423
2020-08-19,11332.0,11444.75,11298.75,11413.5,597398
2020-08-20,11477.25,11496.5,11221.5,11327.5,529487
2020-08-21,11562.0,11573.5,11407.0,11479.0,513368
2020-08-24,11636.25,11722.5,11528.25,11580.0,667533
2020-08-25,11726.25,11744.25,11574.75,11634.75,564195
2020-08-26,11991.25,12002.0,11726.5,11739.25,636184
2020-08-27,11952.75,12046.25,11834.5,11983.75,894371
2020-08-28,11991.75,12018.0,11920.25,11951.75,650847
2020-08-31,12114.0,12165.0,11988.25,12003.0,668466
2020-09-01,12312.5,12330.0,12093.0,12109.0,684199
2020-09-02,12411.5,12466.0,12172.25,12326.75,1182885
2020-09-03,11800.5,12438.5,11658.25,12408.25,1864033
2020-09-04,11548.75,11843.25,11141.25,11748.75,1646516
2020-09-08,11060.5,11585.5,11041.5,11531.5,1730999
2020-09-09,11392.75,11478.75,10935.0,11014.25,998417
2020-09-10,11178.25,11567.0,11087.75,11374.75,1132804
2020-09-11,11061.5,11356.75,10937.5,11187.25,685406
2020-09-14,11280.5,11362.25,11094.75,11094.75,288165
2020-09-15,11464.25,11495.25,11247.25,11279.0,176835
2020-09-16,11268.75,11550.0,11237.25,11461.0,144606
2020-09-17,11090.0,11302.5,10918.0,11269.25,141231
2020-09-18,11144.8095703125,11179.5,11036.5,11062.25,1058853
2020-09-21,10989.0,11010.0,10656.75,10927.0,1228173
2020-09-22,11149.5,11192.25,10897.25,10972.75,908037
2020-09-23,10829.0,11222.5,10786.0,11160.25,1005442
2020-09-24,10891.75,11011.75,10657.75,10803.25,1190282
2020-09-25,11136.5,11169.0,10813.75,10910.75,886317
2020-09-28,11394.75,11404.5,11136.0,11140.0,687584
2020-09-29,11337.75,11449.0,11289.75,11388.5,641939
2020-09-30,11407.25,11525.25,11167.5,11321.25,922780
2020-10-01,11574.75,11598.75,11372.25,11372.25,739364
2020-10-02,11233.25,11604.75,11205.0,11567.75,1158401
2020-10-05,11469.25,11496.75,11268.0,11285.25,635347
2020-10-06,11273.75,11524.25,11197.5,11475.0,1003949
2020-10-07,11470.0,11507.5,11208.5,11217.25,672177
2020-10-08,11539.0,11578.25,11470.0,11474.5,588811
2020-10-09,11724.75,11740.0,11553.0,11561.0,495693
2020-10-12,12098.25,12197.0,11691.75,11728.75,915877
2020-10-13,12094.0,12249.0,12018.0,12098.75,1029928
2020-10-14,11974.25,12177.75,11901.75,12080.0,930587
2020-10-15,11874.0,11983.75,11737.0,11951.0,917362
2020-10-16,11798.0,12021.75,11792.25,11891.25,754824
2020-10-19,11650.25,11950.75,11592.0,11815.75,906804
2020-10-20,11660.75,11792.0,11598.75,11697.75,907890
2020-10-21,11691.25,11779.25,11581.25,11673.0,929366
2020-10-22,11649.75,11723.75,11511.0,11686.25,911764
2020-10-23,11663.5,11691.5,11550.5,11666.75,729889
2020-10-26,11492.25,11695.75,11343.25,11650.25,944202
2020-10-27,11588.0,11623.0,11478.0,11497.5,794205
2020-10-28,11132.75,11566.5,11124.0,11560.75,1055403
2020-10-29,11342.75,11457.75,11145.0,11181.75,941469
2020-10-30,11046.25,11281.25,10944.25,11218.5,1374709
2020-11-02,11063.25,11212.0,10942.25,11039.0,1112623
2020-11-03,11265.75,11347.25,11065.0,11075.25,914456
2020-11-04,11763.0,11845.25,11230.0,11256.5,1346293
2020-11-05,12076.5,12118.5,11771.25,11817.75,1087585
2020-11-06,12075.0,12109.0,11869.5,12087.75,1277042
2020-11-09,11820.5,12408.0,11812.75,12134.75,1592797
2020-11-10,11618.25,11901.25,11503.0,11863.25,1852259
2020-11-11,11886.0,11919.5,11575.0,11634.75,1115308
2020-11-12,11820.0,11975.0,11775.75,11899.75,1082972
2020-11-13,11933.5,11952.75,11801.75,11861.25,881222
2020-11-16,12005.0,12065.25,11853.25,11953.5,892223
2020-11-17,11975.0,12093.0,11954.25,12060.25,868762
2020-11-18,11897.0,12027.75,11862.5,11973.0,915590
2020-11-19,11987.25,12000.0,11804.5,11876.75,841570
2020-11-20,11905.75,12021.5,11873.25,11960.25,727445
2020-11-23,11905.25,12001.75,11808.25,11907.75,774828
2020-11-24,12076.0,12105.25,11872.5,11915.0,679842
2020-11-25,12152.25,12177.75,12078.5,12099.0,646303
2020-11-27,12257.5,12307.75,12126.5,12168.25,521924
2020-11-30,12277.0,12336.75,12085.75,12286.25,930759
2020-12-01,12452.25,12512.5,12312.0,12327.5,952086
2020-12-02,12454.25,12475.0,12313.75,12458.25,855549
2020-12-03,12462.25,12540.25,12443.5,12471.75,717437
2020-12-04,12526.0,12535.5,12448.5,12488.0,595128
2020-12-07,12596.0,12612.25,12475.0,12523.75,642497
2020-12-08,12637.5,12652.25,12502.5,12572.25,716926
2020-12-09,12367.0,12674.75,12306.5,12657.5,1247179
2020-12-10,12402.0,12449.0,12218.0,12344.0,1056100
2020-12-11,12368.0,12414.5,12234.25,12393.75,396055
2020-12-14,12456.5,12549.25,12386.5,12392.75,238636
2020-12-15,12591.75,12605.25,12417.0,12463.0,190391
2020-12-16,12665.25,12700.0,12567.0,12598.5,112793
2020-12-17,12751.0,12766.5,12667.5,12676.75,55549
2020-12-18,12800.0595703125,12820.0,12710.0,12749.75,750643
2020-12-21,12683.5,12783.5,12461.0,12756.0,1061715
2020-12-22,12710.0,12760.0,12593.75,12697.5,849302
2020-12-23,12651.25,12739.0,12621.5,12706.0,596954
2020-12-24,12704.5,12724.0,12631.5,12660.0,288135
2020-12-28,12832.75,12855.75,12651.75,12677.0,525846
2020-12-29,12841.0,12918.25,12807.75,12843.0,674644
2020-12-30,12841.5,12909.75,12820.5,12860.0,488570
2020-12-31,12885.5,12895.5,12796.25,12840.0,376007
2021-01-04,12685.5,12960.0,12522.0,12888.25,916861
2021-01-05,12793.5,12808.5,12611.75,12684.5,790422
2021-01-06,12616.75,12844.5,12491.25,12801.25,1326413
2021-01-07,12928.0,12958.75,12646.25,12659.25,786257
2021-01-08,13097.25,13125.25,12919.25,12927.0,954785
2021-01-11,12897.0,13105.5,12872.0,13098.75,826314
2021-01-12,12890.25,12959.0,12767.0,12915.0,688554
2021-01-13,12972.25,13003.0,12820.5,12885.75,587442
2021-01-14,12901.0,13028.75,12880.75,12975.25,625300
2021-01-15,12802.25,12930.75,12743.25,12908.0,775481
2021-01-19,12985.5,13031.75,12727.0,12774.0,858308
2021-01-20,13294.25,13327.25,13018.0,13029.75,635635
2021-01-21,13395.5,13423.75,13283.0,13290.25,672678
2021-01-22,13361.5,13400.5,13300.0,13394.75,636521
2021-01-25,13475.5,13555.0,13189.0,13366.0,1112348
2021-01-26,13485.5,13599.75,13380.75,13460.25,863645
2021-01-27,13105.5,13586.75,12882.5,13553.0,1285859
2021-01-28,13186.0,13394.0,12906.25,13053.75,1211130
2021-01-29,12911.25,13187.25,12830.0,13159.25,1713363
2021-02-01,13236.5,13271.75,12726.75,12850.0,1046257
2021-02-02,13449.0,13509.0,13230.0,13232.75,793264
2021-02-03,13394.25,13584.25,13387.0,13503.75,836674
2021-02-04,13547.5,13572.0,13345.75,13427.5,637416
2021-02-05,13598.0,13638.5,13519.25,13563.0,605123
2021-02-08,13683.0,13692.5,13596.0,13620.75,624302
2021-02-09,13680.25,13735.25,13634.0,13685.0,588737
2021-02-10,13643.5,13769.25,13517.25,13698.75,971540
2021-02-11,13729.0,13744.0,13613.5,13667.25,812009
2021-02-12,13804.75,13822.5,13646.0,13710.25,569427
2021-02-16,13767.75,13900.75,13715.75,13829.0,876085
2021-02-17,13699.75,13785.5,13543.0,13757.75,862384
2021-02-18,13633.0,13724.75,13468.75,13699.0,936629
2021-02-19,13576.0,13729.0,13534.25,13638.5,905237
2021-02-22,13224.25,13629.0,13215.0,13584.5,1137912
2021-02-23,13192.0,13335.75,12757.5,13226.5,1586603
2021-02-24,13302.0,13333.0,12958.0,13171.5,1284595
2021-02-25,12831.75,13354.25,12764.0,13308.25,1893015
2021-02-26,12911.0,13089.75,12663.25,12800.5,1877394
2021-03-01,13279.75,13318.0,12946.75,12955.75,1025183
2021-03-02,13055.25,13328.0,13048.0,13311.75,1084739
2021-03-03,12681.75,13191.0,12662.5,13061.0,1456894
2021-03-04,12455.0,12797.0,12306.25,12682.75,2099066
2021-03-05,12663.75,12697.75,12207.5,12437.0,1789102
2021-03-08,12297.25,12761.25,12283.75,12714.0,1748168
2021-03-09,12788.75,12867.25,12325.5,12346.5,1204245
2021-03-10,12749.25,12993.0,12704.25,12811.5,1462237
2021-03-11,13048.25,13119.5,12724.25,12794.5,1135178
2021-03-12,12933.5,13095.0,12767.75,13051.75,645640
2021-03-15,13078.5,13099.0,12872.75,12939.0,310513
2021-03-16,13151.5,13296.75,13056.75,13082.25,246289
2021-03-17,13201.5,13283.0,12946.25,13168.0,215186
2021-03-18,12795.5,13279.75,12774.5,13198.5,141970
2021-03-19,12808.759765625,12917.5,12730.5,12813.5,1330097
2021-03-22,13071.75,13157.0,12789.5,12820.75,945854
2021-03-23,13006.25,13172.0,12978.75,13068.75,1208348
2021-03-24,12794.0,13145.0,12784.25,13050.0,1188827
2021-03-25,12770.5,12859.5,12609.75,12804.0,1512250
2021-03-26,12966.75,12988.5,12675.75,12799.25,1235458
2021-03-29,12944.5,13002.75,12807.0,12967.0,1361774
2021-03-30,12878.25,12984.0,12776.75,12974.75,1104139
2021-03-31,13089.75,13158.25,12858.5,12891.75,831363
2021-04-01,13316.0,13333.0,13090.0,13093.75,809150
2021-04-05,13585.5,13614.75,13304.25,13344.0,672584
2021-04-06,13570.0,13654.25,13524.5,13603.0,881355
2021-04-07,13604.75,13641.25,13513.0,13580.0,794033
2021-04-08,13747.75,13789.75,13614.75,13621.75,775241
2021-04-09,13829.5,13841.0,13648.5,13787.0,829301
2021-04-12,13808.75,13832.0,13731.75,13817.25,776272
2021-04-13,13975.75,13993.75,13772.5,13825.5,784551
2021-04-14,13798.75,14029.0,13772.75,13977.0,1048086
2021-04-15,14014.0,14034.25,13789.5,13827.5,790571
2021-04-16,14029.5,14059.0,13953.0,13999.75,782661
2021-04-19,13897.25,14052.5,13821.0,13989.25,1167074
2021-04-20,13794.25,13933.75,13719.0,13899.5,1186060
2021-04-21,13919.25,13926.75,13700.25,13742.25,883268
2021-04-22,13750.25,13944.0,13701.75,13895.25,1190044
2021-04-23,13927.0,13981.25,13738.0,13757.25,787363
2021-04-26,14011.5,14038.0,13865.75,13915.0,681564
2021-04-27,13953.0,14050.0,13912.75,14023.25,711031
2021-04-28,13892.25,13993.5,13878.0,13954.0,816524
2021-04-29,13953.5,14064.0,13818.25,13970.75,1073190
2021-04-30,13850.0,13957.0,13819.5,13948.0,944652
2021-05-03,13790.0,13947.5,13771.5,13879.25,777228
2021-05-04,13536.0,13792.5,13380.75,13786.25,1202754
2021-05-05,13491.0,13665.5,13462.5,13526.75,936762
2021-05-06,13597.75,13611.75,13389.0,13486.0,1211699
2021-05-07,13709.75,13818.0,13588.25,13605.75,1006542
2021-05-10,13356.75,13751.75,13302.25,13718.25,1080875
2021-05-11,13346.0,13375.75,13065.5,13316.0,1828176
